FileID,CrashSeverity,County,CrashDate,PrimaryStreet,Distance,Direction,Weather,NumberOfFatalities,NumberOfInjured,CrashType,FirstVehicleType,FirstVehicleDirection,FirstDriverAge,FirstVehicleLane,FirstVehicleAction,FirstDriverCondition,SecondVehicleType,SecondVehicleDirection,SecondDriverAge,SecondVehicleLane,SecondVehicleAction,SecondDriverCondition,RoadCondition,Lighting,AgencyName,PedestrianInvolved
1530,PROPERTY DAMAGE ONLY,CLARK,1/16/16,SR596,45,S,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",N,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1531,PROPERTY DAMAGE ONLY,CLARK,1/16/16,SR599,24,S,CLEAR,0,0,REAR-END,VAN,N,49,3,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,22,3,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1535,INJURY CRASH,CLARK,1/16/16,RAINBOW BLVD,8,S,CLEAR,0,2,REAR-END,MOTORIZED HOME,N,25,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,27,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1553,INJURY CRASH,CLARK,1/16/16,US95N TO LAKE MEAD BLVD E INT82,5,S,CLOUDY,0,1,NON-COLLISION,"SEDAN, 4 DOOR",N,30,1,TURNING RIGHT,DRUG INVOLVEMENT,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
1559,INJURY CRASH,CLARK,1/16/16,US95N,1020,E,CLEAR,0,1,"SIDESWIPE, OVERTAKING",3-DOOR,N,22,2,NOT REPORTED,APPARENTLY NORMAL,CARRY-ALL,N,29,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1568,PROPERTY DAMAGE ONLY,CLARK,1/16/16,IR15S,500,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",S,19,3,NOT REPORTED,APPARENTLY NORMAL,CARRY-ALL,S,50,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1571,PROPERTY DAMAGE ONLY,CLARK,1/16/16,US95N TO IR15N INT42,100,W,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",N,24,0,NOT REPORTED,INATTENTION/DISTRACTED: HAD BEEN DRINKING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
1572,INJURY CRASH,CLARK,1/16/16,US95N,60,S,CLOUDY,0,1,NON-COLLISION,"HARDTOP, 4 DOOR",N,28,0,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 4 DOOR",N,Unspecified,0,CHANGING LANES,Unspecified,DRY,DAYLIGHT,NHP,NO
1573,PROPERTY DAMAGE ONLY,CLARK,1/16/16,IR15S,1500,S,CLEAR,0,0,ANGLE,PICKUP,S,44,3,CHANGING LANES,APPARENTLY NORMAL,"TRACTOR TRUCK, DIESEL",S,36,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1522,PROPERTY DAMAGE ONLY,CLARK,1/16/16,CRESCENT CANYON ST,83,S,CLEAR,0,0,NON-COLLISION,Unspecified,Unspecified,Unspecified,0,GOING STRAIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1592,INJURY CRASH,CLARK,1/17/16,W DEER SPRINGS WAY,0,AT INT,CLEAR,0,2,ANGLE,"HATCHBACK, 4 DOOR",S,56,0,GOING STRAIGHT,DRUG INVOLVEMENT,CARRY-ALL,W,28,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1636,PROPERTY DAMAGE ONLY,CLARK,1/17/16,CC215N,1000,S,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",N,33,1,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
1587,INJURY CRASH,CLARK,1/17/16,FORT APACHE RD,594,S,CLEAR,0,2,NON-COLLISION,CARRY-ALL,S,27,1,NOT REPORTED,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1602,INJURY CRASH,CLARK,1/17/16,SR159,200,W,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",E,21,3,CHANGING LANES,APPARENTLY NORMAL,CARRY-ALL,E,32,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1603,PROPERTY DAMAGE ONLY,CLARK,1/17/16,S HUALAPAI WAY,756,S,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",N,Unspecified,1,GOING STRAIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1620,PROPERTY DAMAGE ONLY,CLARK,1/17/16,N TOWN CENTER DR,0,AT INT,CLEAR,0,0,ANGLE,CARRY-ALL,N,61,0,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 2 DOOR",W,56,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1597,INJURY CRASH,CLARK,1/17/16,LAMB BLVD,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",N,58,0,NOT REPORTED,APPARENTLY NORMAL,PICKUP,N,32,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1599,INJURY CRASH,CLARK,1/17/16,LAS VEGAS BLVD,250,N,CLEAR,0,3,ANGLE,VAN,N,42,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,61,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1608,INJURY CRASH,CLARK,1/17/16,WESTERN AVE,0,AT INT,CLEAR,0,2,ANGLE,PICKUP,E,34,1,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,S,41,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1617,PROPERTY DAMAGE ONLY,CLARK,1/17/16,IR15N,1500,N,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",N,29,4,GOING STRAIGHT,APPARENTLY NORMAL,"HATCHBACK, 2 DOOR",N,77,4,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1579,FATAL CRASH,CLARK,1/17/16,SR589,38,W,CLEAR,1,0,NON-COLLISION,CARRY-ALL,E,79,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,YES
1615,INJURY CRASH,CLARK,1/17/16,SR589,0,AT INT,CLEAR,0,3,ANGLE,"HARDTOP, 4 DOOR",E,47,0,GOING STRAIGHT,APPARENTLY NORMAL,CONVERTIBLE,S,81,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1619,INJURY CRASH,CLARK,1/17/16,US95N,2000,S,CLOUDY,0,3,REAR-END,CARRY-ALL,N,41,4,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,N,62,4,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1606,PROPERTY DAMAGE ONLY,CLARK,1/17/16,CONDOR AVE,160,W,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",W,Unspecified,0,DRIVERLESS-MOVING VEHICLE,DRUG INVOLVEMENT,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1616,PROPERTY DAMAGE ONLY,CLARK,1/17/16,SR573,10,W,CLEAR,0,0,ANGLE,CARRY-ALL,S,71,2,TURNING RIGHT,APPARENTLY NORMAL,"SEDAN, 2 DOOR",W,29,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1618,PROPERTY DAMAGE ONLY,CLARK,1/17/16,CC215S,1000,N,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,19,1,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DARK - NO LIGHTING,NHP,NO
1678,PROPERTY DAMAGE ONLY,CLARK,1/18/16,TURQUOISE VALLEY DR,78,E,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",E,17,0,NOT REPORTED,DRUG INVOLVEMENT,"SEDAN, 4 DOOR",Unspecified,Unspecified,0,PARKED,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1682,INJURY CRASH,CLARK,1/18/16,N TOWN CENTER DR,20,S,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",N,22,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,48,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1712,INJURY CRASH,CLARK,1/18/16,SR159,25,E,CLOUDY,0,1,NON-COLLISION,Unspecified,N,Unspecified,1,NOT REPORTED,Unspecified,CARRY-ALL,E,59,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1653,PROPERTY DAMAGE ONLY,CLARK,1/18/16,BRIDGER AVE,81,W,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",Unspecified,Unspecified,1,PARKED,Unspecified,MULTI-WHEEL,E,65,1,PASSING OTHER VEHICLE,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
3506,INJURY CRASH,CLARK,2/5/16,CHEYENNE AVE,0,AT INT,CLEAR,0,1,NON-COLLISION,Unspecified,E,Unspecified,0,GOING STRAIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,YES
1679,INJURY CRASH,CLARK,1/18/16,STEWART AVE,28,W,CLOUDY,0,1,NON-COLLISION,"SEDAN, 4 DOOR",N,22,2,TURNING LEFT,HAD BEEN DRINKING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1685,PROPERTY DAMAGE ONLY,CLARK,1/18/16,IR15N,300,N,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",N,19,0,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.","SEDAN, 4 DOOR",N,23,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1687,PROPERTY DAMAGE ONLY,CLARK,1/18/16,IR15N,1000,N,CLOUDY,0,0,REAR-END,AMBULANCE,N,28,4,GOING STRAIGHT,APPARENTLY NORMAL,"TRACTOR TRUCK, DIESEL",N,28,4,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1696,INJURY CRASH,CLARK,1/18/16,US95S TO FRCL53 N/S INT73,30,W,CLEAR,0,5,REAR-END,CARRY-ALL,S,23,1,GOING STRAIGHT,HAD BEEN DRINKING,"SEDAN, 4 DOOR",S,25,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1697,PROPERTY DAMAGE ONLY,CLARK,1/18/16,EASTERN AVE,10,S,CLOUDY,0,0,ANGLE,"HARDTOP, 4 DOOR",S,48,2,CHANGING LANES,APPARENTLY NORMAL,CARRY-ALL,S,35,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1651,INJURY CRASH,CLARK,1/18/16,N TENAYA WAY,0,AT INT,CLEAR,0,5,ANGLE,CARRY-ALL,N,17,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,W,38,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1652,PROPERTY DAMAGE ONLY,CLARK,1/18/16,W OAKEY BLVD,215,W,CLEAR,0,0,ANGLE,"HATCHBACK, 2 DOOR",W,Unspecified,0,MAKING U-TURN,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1660,INJURY CRASH,CLARK,1/18/16,S VALLEY VIEW BLVD,2,S,CLEAR,0,1,ANGLE,PICKUP,N,19,1,MAKING U-TURN,HAD BEEN DRINKING,"SEDAN, 4 DOOR",S,22,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1671,INJURY CRASH,CLARK,1/18/16,SR159,0,AT INT,CLEAR,0,1,ANGLE,PICKUP,E,33,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 2 DOOR",W,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1683,INJURY CRASH,CLARK,1/18/16,W SUMMERLIN PKWY TO BUFFALO DR,60,E,CLEAR,0,1,REAR-END,"HARDTOP, 4 DOOR",W,32,0,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,W,Unspecified,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1693,PROPERTY DAMAGE ONLY,CLARK,1/18/16,IR15N,995,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",N,18,4,UNKNOWN,Unspecified,"SEDAN, 4 DOOR",N,33,4,GOING STRAIGHT,Unspecified,DRY,DAYLIGHT,NHP,NO
1703,PROPERTY DAMAGE ONLY,CLARK,1/18/16,US95N,300,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",N,20,1,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",N,29,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1711,PROPERTY DAMAGE ONLY,CLARK,1/18/16,S GRAND CENTRAL PKWY,5,S,CLOUDY,0,0,REAR-END,CARRY-ALL,W,29,0,GOING STRAIGHT,OTHER IMPROPER DRIVING,"SEDAN, 4 DOOR",S,25,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1672,PROPERTY DAMAGE ONLY,CLARK,1/18/16,N CASINO CENTER BLVD,244,S,CLEAR,0,0,ANGLE,Unspecified,S,Unspecified,0,GOING STRAIGHT,Unspecified,"HATCHBACK, 4 DOOR",S,24,0,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1704,PROPERTY DAMAGE ONLY,CLARK,1/18/16,IR15S,300,S,UNKNOWN,0,0,NON-COLLISION,"SEDAN, 2 DOOR",S,49,1,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,Unspecified,Unspecified,1,GOING STRAIGHT,Unspecified,WET,DAYLIGHT,NHP,NO
1650,INJURY CRASH,CLARK,1/18/16,CRAIG RD,0,AT INT,CLOUDY,0,1,ANGLE,"SEDAN, 4 DOOR",W,24,0,TURNING LEFT,APPARENTLY NORMAL,"HATCHBACK, 4 DOOR",E,86,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1691,INJURY CRASH,CLARK,1/18/16,US95N,1000,N,CLEAR,0,2,REAR-END,CARRY-ALL,N,27,3,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,40,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1876,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95S,5,N,CLEAR,0,0,"SIDESWIPE, OVERTAKING","SEDAN, 4 DOOR",S,51,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,32,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
1713,INJURY CRASH,CLARK,1/19/16,N TOWN CENTER DR,20,S,CLOUDY,0,1,ANGLE,"SEDAN, 4 DOOR",N,29,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,73,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1725,INJURY CRASH,CLARK,1/19/16,FORT APACHE RD,155,S,CLOUDY: RAIN,0,2,REAR-END,"SEDAN, 4 DOOR",S,19,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,28,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1747,INJURY CRASH,CLARK,1/19/16,SAHARA AVE,692,W,CLOUDY,0,2,ANGLE,VAN,E,76,1,TURNING RIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,37,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1764,INJURY CRASH,CLARK,1/19/16,SR159,252,W,CLEAR,0,3,ANGLE,PICKUP,W,54,3,TURNING LEFT,APPARENTLY NORMAL,"HARDTOP, 2 DOOR",E,23,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1771,PROPERTY DAMAGE ONLY,CLARK,1/19/16,SR159,100,W,RAIN,0,0,REAR-END,"SEDAN, 4 DOOR",E,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,E,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1777,PROPERTY DAMAGE ONLY,CLARK,1/19/16,FORT APACHE RD,155,S,RAIN,0,0,"SIDESWIPE, OVERTAKING","SEDAN, 4 DOOR",S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1798,INJURY CRASH,CLARK,1/19/16,E SUMMERLIN PKWY,108,E,CLOUDY,0,1,NON-COLLISION,"SEDAN, 4 DOOR",E,35,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
1854,PROPERTY DAMAGE ONLY,CLARK,1/19/16,BUFFALO DR S TO W SUMMERLIN PKWY,75,W,RAIN,0,0,NON-COLLISION,PICKUP,W,24,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
1799,INJURY CRASH,CLARK,1/19/16,IR15N TO SR589W/E INT40,5,S,CLOUDY,0,2,REAR-END,CARRY-ALL,N,79,0,TURNING RIGHT,APPARENTLY NORMAL,CARRY-ALL,N,45,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1858,PROPERTY DAMAGE ONLY,CLARK,1/19/16,DURANGO DR TO SUMMERLIN PKWY E,125,W,CLOUDY,0,0,NON-COLLISION,"SEDAN, 4 DOOR",E,38,0,TURNING RIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
1892,INJURY CRASH,CLARK,1/19/16,CC215N,1897,S,RAIN,0,1,NON-COLLISION,PALLET,N,38,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DARK - NO LIGHTING,NHP,NO
1741,INJURY CRASH,CLARK,1/19/16,E OAKEY BLVD,0,AT INT,CLOUDY,0,1,ANGLE,"SEDAN, 4 DOOR",W,46,0,TURNING LEFT,APPARENTLY NORMAL,MOTORSCOOTER,E,32,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1769,PROPERTY DAMAGE ONLY,CLARK,1/19/16,EASTERN AVE,135,S,RAIN,0,0,NON-COLLISION,CARRY-ALL,S,Unspecified,0,NOT REPORTED,OTHER IMPROPER DRIVING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,Unspecified,Unspecified,LVMPD,NO
1773,PROPERTY DAMAGE ONLY,CLARK,1/19/16,EASTERN AVE,401,S,RAIN,0,0,REAR-END,PICKUP,N,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,MOTORBIKE,N,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1801,PROPERTY DAMAGE ONLY,CLARK,1/19/16,SR589W/E TO IR15N INT40,400,N,RAIN,0,0,REAR-END,"SEDAN, 4 DOOR",N,24,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,57,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1870,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95N,50,W,CLOUDY,0,0,REAR-END,"HATCHBACK, 4 DOOR",N,24,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,24,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1874,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95N TO FRCL53 N/S INT73,125,E,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",N,27,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,45,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1718,PROPERTY DAMAGE ONLY,CLARK,1/19/16,W OAKEY BLVD,23,W,CLOUDY: RAIN,0,0,ANGLE,"SEDAN, 4 DOOR",E,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,VAN,E,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1734,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95S,2000,N,CLOUDY,0,0,"SIDESWIPE, MEETING",PICKUP,S,Unspecified,0,CHANGING LANES,HAD BEEN DRINKING,CARRY-ALL,S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,UNKNOWN,Unspecified,HEPD,NO
1739,INJURY CRASH,CLARK,1/19/16,S VALLEY VIEW BLVD,0,AT INT,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",W,Unspecified,0,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",S,64,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
1757,PROPERTY DAMAGE ONLY,CLARK,1/19/16,SR159,200,W,CLOUDY,0,0,ANGLE,"HARDTOP, 4 DOOR",W,50,0,TURNING LEFT,APPARENTLY NORMAL,"HATCHBACK, 4 DOOR",E,31,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1770,INJURY CRASH,CLARK,1/19/16,SR159,0,AT INT,CLOUDY,0,2,ANGLE,"SEDAN, 4 DOOR",N,84,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
1774,PROPERTY DAMAGE ONLY,CLARK,1/19/16,S VALLEY VIEW BLVD,45,N,CLOUDY,0,0,REAR-END,VAN,S,Unspecified,0,GOING STRAIGHT,DRUG INVOLVEMENT,"SEDAN, 4 DOOR",S,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
1803,PROPERTY DAMAGE ONLY,CLARK,1/19/16,SR589 TO IR15S INT40,60,N,RAIN,0,0,REAR-END,"SEDAN, 4 DOOR",S,23,2,GOING STRAIGHT,APPARENTLY NORMAL,CONVERTIBLE,S,28,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1807,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95N,5,N,RAIN,0,0,REAR-END,"SEDAN, 2 DOOR",N,38,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,N,34,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1859,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95S TO ROCK SPRINGS INT82,450,E,CLOUDY,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,74,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DARK - SPOT LIGHTING,NHP,NO
1860,PROPERTY DAMAGE ONLY,CLARK,1/19/16,IR15S TO MLK/SR159 INT41,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 2 DOOR",S,25,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,56,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
1873,INJURY CRASH,CLARK,1/19/16,DECATUR BLVD,0,AT INT,RAIN,0,4,ANGLE,UTILITY,S,28,3,TURNING RIGHT,OTHER IMPROPER DRIVING,UTILITY,S,27,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
1881,INJURY CRASH,CLARK,1/19/16,US95N TO SR595N INT81B,10,E,CLEAR,0,1,NON-COLLISION,UTILITY,N,22,0,GOING STRAIGHT,HAD BEEN DRINKING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
1904,INJURY CRASH,CLARK,1/19/16,LAKE MEAD BLVD W TO US95S INT82,50,N,RAIN,0,1,NON-COLLISION,"SEDAN, 4 DOOR",S,18,0,TURNING RIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
1772,INJURY CRASH,CLARK,1/19/16,N TORREY PINES DR,25,S,RAIN,0,1,REAR-END,PICKUP,N,39,1,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,N,56,1,STOPPED,APPARENTLY NORMAL,WET,DAYLIGHT,LVMPD,NO
1775,INJURY CRASH,CLARK,1/19/16,W WASHINGTON AVE,50,E,CLOUDY,0,1,ANGLE,SEDAN,W,21,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 2 DOOR",W,28,0,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1784,INJURY CRASH,CLARK,1/19/16,SR599,50,S,CLOUDY,0,4,ANGLE,CARRY-ALL,S,29,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,74,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
1797,PROPERTY DAMAGE ONLY,CLARK,1/19/16,SR574,0,AT INT,CLOUDY,0,0,ANGLE,CARRY-ALL,W,61,0,GOING STRAIGHT,APPARENTLY NORMAL,"HATCHBACK, 2 DOOR",N,46,0,TURNING LEFT,APPARENTLY NORMAL,WET,DARK - SPOT LIGHTING,NHP,NO
1804,PROPERTY DAMAGE ONLY,CLARK,1/19/16,US95N TO SR574W/E INT82,60,S,RAIN,0,0,REAR-END,"HARDTOP, 4 DOOR",N,18,0,GOING STRAIGHT,Unspecified,"HARDTOP, 4 DOOR",N,58,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
